,ID,Game,ReleaseDate,Developer,Publisher
3944,1171160,NUVAVULT,2019-11-25,Mim Hufford,Mim Hufford
3945,438140,Star Realms,2016-03-08,White Wizard Games,White Wizard Games
3946,573700,Island Tribe 4,2017-12-01,Realore,Qumaron
3947,17740,Empires Mod,2008-07-28,Empires,Empires
3948,923690,Hacker.exe,2018-09-14,LinkUp Games,LinkUp Games
3949,826600,I am not a Monster: First Contact,2018-09-27,Cheerdealers,Alawar Premium
3950,819210,The President,2018-05-07,Mario Scarfone,Mario Scarfone
3951,1006900,Last Line VR: A Zombie Defense Game,2019-07-26,Astro Quality Games,Astro Quality Games
3952,831950,Infinite Survival,2018-04-23,Infinine Games,Infinine Games
3953,909270,Flying Soul,2019-01-15,Rafael Farias,Fiassink Games
3954,285110,GearCity,2014-05-30,Visual Entertainment And Technologies,Visual Entertainment And Technologies
3955,594000,Shadows and Lies,2019-06-19,Aldorlea Games,Aldorlea Games
3956,741670,Easy Red,2017-12-01,Marco Amadei,Corvostudio di Amadei Marco
3957,663170,Prime Shift,2017-08-04,David Mulder,David Mulder
3958,1011960,Arena of Shaelo,2019-02-15,Royal Donut,Royal Donut
3959,1241100,POLYGON,2020-03-06,Redaster Studio,Redaster Studio
3960,638060,Majestic Trials,2017-10-03,Alpha Strike Games Limited,Alpha Strike Games Limited
3961,839910,Mythgard,2019-09-18,Rhino Games Inc,Rhino Games Inc
3962,733360,SummonerVR (alpha),2017-10-26,Predator,Awesomefat LLC
3963,1125350,Geocells Quadcells,2019-12-13,"Scott Chinchen, Georgie Chinchen",Scott Chinchen
3964,377900,Empire TV Tycoon,2015-10-20,Dreamsite Games,Dreamsite Games
3965,1055150,Eva Reynes,2019-09-11,Potatobrain Games,Potatobrain Games
3966,254060,KnightShift,2003-12-31,Reality Pump,Topware Interactive
3967,828270,Jelly Bomber,2018-09-05,Dinofarm Games,Dinofarm Games
3968,486860,MMORPG Tycoon 2,2020-01-06,VectorStorm Pty Ltd,VectorStorm Pty Ltd
3969,1016710,Balanced Politics Simulator,2019-05-01,"Unphysical Machinery, Demir Leylek",Unphysical Machinery
3970,758990,Ancient Warfare 3,2017-12-21,Jannik Nickel,Jannik Nickel
3971,911130,Puzzle Monarch: Vampires,2018-08-09,Ripknot Systems,Ripknot Systems
3972,224900,Iron Sky: Invasion,2012-12-13,Reality Pump,Topware Interactive
3973,1018960,Thugs Law,2019-03-02,Fabio Cunha,Fabio Cunha
3974,33520,Tropico Reloaded,2009-07-26,"PopTop Software, BreakAway Games, Frog City Software",Kalypso Media Digital
3975,969420,Dereliction,2018-11-22,Alex Zimich,Alex Zimich
3976,792000,Pit Blocks 3D,2018-09-27,SRM Games,SRM Games
3977,923010,Egg Hunt,2018-09-15,Kain Swartzbaugh,Kain Swartzbaugh
3978,982800,Moon Tycoon,2019-07-19,Anarchy Enterprises,Anarchy Enterprises
3979,620190,Gunsmith,2018-05-25,Seacorp Technologies,Seacorp Technologies
3980,819270,JUSTICE LEGION,2018-06-27,TEASOFT,TEASOFT
3981,528190,Carpe Deal 'Em,2016-11-28,DDD Wares,DDD Wares
3982,1022650,LeonWaan MineSweeper,2019-02-08,LeonWaan Games,LeonWaan Games
3983,270910,Worms World Party Remastered,2015-07-16,Team17 Digital Ltd,Team17 Digital Ltd
3984,601080,TRANCE VR,2017-05-25,Fatmoth,Fatmoth
